id,name,name_ja,name_en,location,location_ja,location_en,image_url,image_source_url,image_license,image_credit,image_note,plan_url,section_url,concept,concept_ja,concept_en,keywords,keywords_ja,keywords_en,source_url,year,architect,status
CASE-086,Long House with an Engawa Senior Daycare Center,Long House with an Engawa Senior Daycare Center,Long House with an Engawa Senior Daycare Center,Yachiyo Japan,Yachiyo 日本,Yachiyo Japan,/images/graduation/case-placeholder.svg,,,,,,,长屋式日间照护中心用缘侧、咖啡和工坊把老年人的生活客厅向邻里打开。,「Long House with an Engawa Senior Daycare Center」は、高齢者ケア・縁側・日間ケア・コミュニティ交流の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Long House with an Engawa Senior Daycare Center is a reference case for reading Design topic: 老年care, Design topic: 缘侧, Design topic: 日间care, communityexchange. It can inform thesis thinking about mixed programs, operation, and place-making.",老年照护|缘侧|日间照护|社区交流|照护者,高齢者ケア|縁側|日間ケア|コミュニティ交流|ケア者,Design topic: 老年care|Design topic: 缘侧|Design topic: 日间care|communityexchange|Design topic: care者,https://ykdw.org/works/long-house-with-an-engawa/,2022,Yamazaki Kentaro Design Workshop,draft
CASE-087,Kitakami Children Health and Support Center,Kitakami Children Health and Support Center,Kitakami Children Health and Support Center,Kitakami Japan,Kitakami 日本,Kitakami Japan,/images/graduation/case-placeholder.svg,,,,Source review 2026-07-04: official UNEMORI project page confirmed; image remains placeholder because photo reuse rights are not confirmed.,,,市中心商业建筑底层被转为儿童健康与育儿支援中心，用公园式室内降低咨询门槛。,「Kitakami Children Health and Support Center」は、子ども健康・子育て支援・商業体再利用・市センターの関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Kitakami Children Health and Support Center is a reference case for reading childrenhealth, childcaresupport, Design topic: 商业体reuse, Design topic: 市center. It can inform thesis thinking about mixed programs, operation, and place-making.",儿童健康|育儿支援|商业体再利用|市中心|咨询,子ども健康|子育て支援|商業体再利用|市センター|相談,childrenhealth|childcaresupport|Design topic: 商业体reuse|Design topic: 市center|consultation,https://unemori-archi.com/?works=kitakami-health-childcare-support-composition-facility,2021,UtA / UNEMORI teco Associates,draft
CASE-088,Towada Community Plaza,Towada Community Plaza,Towada Community Plaza,Towada Japan,Towada 日本,Towada Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: Commons and Openverse found no exact reusable image; ArchDaily and official media license not confirmed.,,,社区广场以连续小屋顶回应周边街区尺度，提供居民聚会、活动和日常停留的木质公共空间。,「Towada Community Plaza」は、コミュニティ広場・木構造・小屋根・市民活動の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Towada Community Plaza is a reference case for reading Design topic: community广场, Design topic: 木构, Design topic: 小roof, citizenactivity. It can inform thesis thinking about mixed programs, operation, and place-making.",社区广场|木构|小屋顶|市民活动|街区尺度,コミュニティ広場|木構造|小屋根|市民活動|街区尺度,Design topic: community广场|Design topic: 木构|Design topic: 小roof|citizenactivity|Design topic: neighborhood尺度,https://kkaa.co.jp/en/project/towada-city-plaza/,2014,Kengo Kuma and Associates,draft
CASE-089,Het Hof van Cartesius,Het Hof van Cartesius,Het Hof van Cartesius,Utrecht Netherlands,Utrecht Netherlands,Utrecht Netherlands,/images/graduation/cases/case-089-het-hof-van-cartesius.jpg,https://www.flickr.com/photos/141420435@N08/52620631677,CC BY-SA 2.0,Photo: nandasluijsmans / Flickr,Image review 2026-07-04: accepted exact Hof van Cartesius courtyard and circular facade image via Openverse/Flickr CC BY-SA 2.0.,,,循环经济合作社用二手和生物基材料建造创意工坊群，展示修理、再利用和小企业共生模式。,再利用材を使った小規模事業者と制作コミュニティの拠点。仕事、制作、交流が段階的に増殖する運営モデルを比較できる。,"Het Hof van Cartesius is a reference case for reading circular economy, repairworkshop, reuse, Design topic: 创意industry. It can inform thesis thinking about mixed programs, operation, and place-making.",循环经济|修理工坊|再利用|创意产业|合作社,共創|再利用|小規模事業|制作|循環,circular economy|repairworkshop|reuse|Design topic: 创意industry|Design topic: 合作社,https://www.hofvancartesius.nl/blog/hof-van-cartesius-a-place-where-people-thrive,2017,Hof van Cartesius cooperative,published
CASE-090,HOME-FOR-ALL in Rikuzentakata,HOME-FOR-ALL in Rikuzentakata,HOME-FOR-ALL in Rikuzentakata,Iwate Japan,Iwate 日本,Iwate Japan,/images/graduation/case-placeholder.svg,,,,"Image review 2026-07-04: Commons/Openverse results were Venice Biennale exhibition or model photos, not built Rikuzentakata project cover.",,,灾后小型共同客厅为失去住宅的居民提供谈话、休息和恢复日常感的公共场所。,「HOME-FOR-ALL in Rikuzentakata」は、災後復興・共同リビング・コミュニティ記憶・小規模の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"HOME-FOR-ALL in Rikuzentakata is a reference case for reading Design topic: post-disaster复兴, shared living room, Design topic: community记忆, Design topic: 小尺度. It can inform thesis thinking about mixed programs, operation, and place-making.",灾后复兴|共同客厅|社区记忆|小尺度|木构,災後復興|共同リビング|コミュニティ記憶|小規模|木構造,Design topic: post-disaster复兴|shared living room|Design topic: community记忆|Design topic: 小尺度|Design topic: 木构,https://en.shelter.inc/our-works/home-for-all-in-rikuzentakata/,2012,Toyo Ito + Kumiko Inui + Sou Fujimoto + Akihisa Hirata,draft
CASE-091,Maruhon MakiArt Terrace Ishinomaki Cultural Center,Maruhon MakiArt Terrace Ishinomaki Cultural Center,Maruhon MakiArt Terrace Ishinomaki Cultural Center,Ishinomaki Japan,Ishinomaki 日本,Ishinomaki Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: Commons and Openverse found no exact reusable image; article and official media license not confirmed.,,,灾后文化中心以连续大厅串联剧场、展示和学习功能，成为城市复兴和集体记忆的公共节点。,災後の文化センターとして、劇場、展示、学習、交流を連続するホールでつなぐ事例。復興と公共記憶の関係を読める。,"Maruhon MakiArt Terrace Ishinomaki Cultural Center is a reference case for reading Design topic: post-disaster复兴, culturecenter, Design topic: 剧场, learningspace. It can inform thesis thinking about mixed programs, operation, and place-making.",灾后复兴|文化中心|剧场|学习空间|城市记忆,災後復興|文化センター|劇場|学習空間|都市記憶,Design topic: post-disaster复兴|culturecenter|Design topic: 剧场|learningspace|Design topic: urban记忆,https://ishinomaki-fukugo.net/makiart/,2021,Sou Fujimoto Architects,draft
CASE-092,Ishikawa Prefectural Library,Ishikawa Prefectural Library,Ishikawa Prefectural Library,Kanazawa Japan,金沢 日本,Kanazawa Japan,/images/graduation/cases/case-092-ishikawa-prefectural-library.jpg,https://commons.wikimedia.org/wiki/File:Ishikawa_Prefectural_Library_2022-07_ac_(1).jpg,CC BY-SA 4.0,Photo: Asturio Cantabrio / Wikimedia Commons,Source-safe image review 2026-07-04: exact new library image confirmed through Wikimedia Commons metadata.,,,大型公共图书馆通过环形书架、阶梯阅读和交流空间，把阅读设施转为开放文化客厅。,大きな閲覧空間と多様な滞在場所を持つ県立図書館。調べる、相談する、休む、学ぶ行為を広く受け止める公共性を読める。,"Ishikawa Prefectural Library is a reference case for reading library, cultureexchange, learning, Design topic: 无障碍. It can inform thesis thinking about mixed programs, operation, and place-making.",图书馆|文化交流|学习|无障碍|公共客厅,図書館|学習|地域拠点|滞在|情報相談,library|cultureexchange|learning|Design topic: 无障碍|public living room,https://www.library.pref.ishikawa.lg.jp/category/aboutlibrary/2983.html,2022,Environmental Design Institute Mitsuru Senda,published
CASE-093,Seijo Kinoshita Hospital Green Hospital,Seijo Kinoshita Hospital Green Hospital,Seijo Kinoshita Hospital Green Hospital,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/case-placeholder.svg,,,,,,,女性医疗医院用木格栅、庭院和柔和界面降低机构感，让医疗空间接近邻里住宅尺度。,「Seijo Kinoshita Hospital Green Hospital」は、女性健康・医院・庭園・木格栅の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Seijo Kinoshita Hospital Green Hospital is a reference case for reading womenhealth, Design topic: 医院, courtyard, Design topic: 木格栅. It can inform thesis thinking about mixed programs, operation, and place-making.",女性健康|医院|庭院|木格栅|邻里尺度,女性健康|医院|庭園|木格栅|近隣尺度,womenhealth|Design topic: 医院|courtyard|Design topic: 木格栅|Design topic: 邻里尺度,https://kkaa.co.jp/en/project/seijo-kinoshita-hospital-green-hospital/,2017,Kengo Kuma and Associates,draft
CASE-094,Takanawa Gateway Station,Takanawa Gateway Station,Takanawa Gateway Station,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/cases/case-094-takanawa-gateway-station.jpg,https://commons.wikimedia.org/wiki/File:Takanawa_Gateway_Station_(50011454533).jpg,CC BY 2.0,Photo: Dick Thomas Johnson / Wikimedia Commons,Source-safe image review 2026-07-04: exact station image confirmed through Wikimedia Commons metadata.,,,新车站以大屋顶和开放站厅回应再开发街区，把交通节点转为城市入口和活动平台。,駅を都市の移動拠点としてだけでなく、木架構、案内、滞留を含む公共空間として設計した事例。歩行支援の視点で読める。,"Takanawa Gateway Station is a reference case for reading station, Design topic: transport枢纽, urbanentry, Design topic: 大roof. It can inform thesis thinking about mixed programs, operation, and place-making.",车站|交通枢纽|城市入口|大屋顶|再开发,駅|交通|木架構|歩行|都市インフラ,station|Design topic: transport枢纽|urbanentry|Design topic: 大roof|Design topic: 再开发,https://kkaa.co.jp/en/project/takanawa-gateway-station/,2020,Kengo Kuma and Associates,published
CASE-095,Nakajima Library Akita International University,Nakajima Library Akita International University,Nakajima Library Akita International University,Akita Japan,Akita 日本,Akita Japan,/images/graduation/cases/case-095-nakajima-library-akita-international-university.jpg,https://commons.wikimedia.org/wiki/File:Inside_Nakajima_Library.jpg,CC BY-SA 4.0,Photo: Mariwlqs / Wikimedia Commons,Source-safe image review 2026-07-04: exact Nakajima Library interior image confirmed through Wikimedia Commons category and file metadata.,,,24小时大学图书馆以本之竞技场组织学习，提供全天候、安静且高度集中的知识空间。,大学図書館の静かな学習環境。集中、滞在、資料探索を支え、学校外の学びや制作前の調査空間として比較できる。,"Nakajima Library Akita International University is a reference case for reading nightlearning, Design topic: 大学library, Design topic: 24小时, Design topic: 木构. It can inform thesis thinking about mixed programs, operation, and place-making.",夜间学习|大学图书馆|24小时|木构|自习,図書館|大学|学習|静かな滞在|資料探索,nightlearning|Design topic: 大学library|Design topic: 24小时|Design topic: 木构|Design topic: 自习,https://web.aiu.ac.jp/en/education/support/library/outline/,2008,Mitsuru Senda,published
CASE-096,Japanese American Community and Cultural Center,Japanese American Community and Cultural Center,Japanese American Community and Cultural Center,Los Angeles USA,Los Angeles USA,Los Angeles USA,/images/graduation/cases/case-096-japanese-american-community-cultural-center.jpg,https://commons.wikimedia.org/wiki/File:Japanese_American_Cultural_and_Community_Center_%26_Frances_Hashimoto_Plaza.jpg,CC BY-SA 4.0,Photo: Another Believer / Wikimedia Commons,Image review 2026-07-04: accepted exact JACCC and Frances Hashimoto Plaza image via Wikimedia Commons CC BY-SA 4.0.,,,文化中心与广场承接族群记忆、表演和公共活动，展示多文化社区如何建立归属感。,日系アメリカ人コミュニティの文化拠点。展示、集会、教育を通じて、移民の記憶と公共文化を支える事例として読める。,"Japanese American Community and Cultural Center is a reference case for reading multicultural, communityculture, Design topic: 表演, Design topic: 广场. It can inform thesis thinking about mixed programs, operation, and place-making.",多文化|社区文化|表演|广场|族群记忆,多文化|コミュニティ|文化センター|公共記憶|移民,multicultural|communityculture|Design topic: 表演|Design topic: 广场|Design topic: 族群记忆,https://www.laconservancy.org/learn/historic-places/japanese-american-community-and-cultural-center/,1983,Kazumi Adachi + Kiyoshi Sawano + Hideo Matsunaga + Isamu Noguchi,published
CASE-097,Women's Opportunity Center Rwanda,Women's Opportunity Center Rwanda,Women's Opportunity Center Rwanda,Kayonza Rwanda,Kayonza Rwanda,Kayonza Rwanda,/images/graduation/case-placeholder.svg,,,,,,,女性中心以小尺度砖砌院落组织培训、市场和合作社活动，支持安全、学习和经济自立。,「Women's Opportunity Center Rwanda」は、女性支援・自立職業訓練・院落・市場の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Women's Opportunity Center Rwanda is a reference case for reading women support, Design topic: 自立培训, Design topic: 院落, market. It can inform thesis thinking about mixed programs, operation, and place-making.",女性支援|自立培训|院落|市场|社会基础设施,女性支援|自立職業訓練|院落|市場|社会基盤施設,women support|Design topic: 自立培训|Design topic: 院落|market|Design topic: 社会基础facility,https://sharondavisdesign.com/project/womens-opportunity-center-rwanda/,2013,Sharon Davis Design,draft
CASE-098,Helsinki Central Library Oodi,Helsinki Central Library Oodi,Helsinki Central Library Oodi,Helsinki Finland,Helsinki Finland,Helsinki Finland,/images/graduation/cases/case-098-helsinki-central-library-oodi.jpg,https://commons.wikimedia.org/wiki/File:Helsinki_Central_Library_Oodi_from_north.jpg,CC0,Photo: TuukkaH / Wikimedia Commons,Source-safe image review 2026-07-04: exact exterior image confirmed through Wikimedia Commons metadata.,,,中央图书馆把阅读、制作、活动和城市阳台复合，成为免费、安全、开放的市民客厅。,図書館を読書だけでなく、制作、学習、市民活動のプラットフォームとして開く事例。多様な利用者が滞在できる公共性を読める。,"Helsinki Central Library Oodi is a reference case for reading library, Design topic: citizen客厅, makingspace, Design topic: urban阳台. It can inform thesis thinking about mixed programs, operation, and place-making.",图书馆|市民客厅|制作空间|城市阳台|公共性,図書館|市民活動|学習|制作|開放性,library|Design topic: citizen客厅|makingspace|Design topic: urban阳台|publicness,https://oodihelsinki.fi/en/what-is-oodi/architecture/,2018,ALA Architects,published
CASE-099,Tate Modern,Tate Modern,Tate Modern,London UK,London UK,London UK,/images/graduation/cases/case-099-tate-modern.jpg,https://commons.wikimedia.org/wiki/File:Tate_Modern_London_June_2016.jpg,CC BY-SA 4.0,Photo: King of Hearts / Wikimedia Commons,Source-safe image review 2026-07-04: exact Tate Modern image confirmed through Wikimedia Commons metadata.,,,旧发电站转为当代美术馆，以涡轮大厅和新展览空间展示产业遗产再利用的公共力量。,旧発電所を美術館へ転用した事例。産業遺産を壊さず、巨大な内部空間を都市の文化拠点へ変える方法を比較できる。,"Tate Modern is a reference case for reading industrial heritage, art museum, Design topic: 发电站regeneration, Design topic: public大厅. It can inform thesis thinking about mixed programs, operation, and place-making.",产业遗产|美术馆|发电站再生|公共大厅|文化设施,産業遺産|美術館|再利用|公共空間|都市文化,industrial heritage|art museum|Design topic: 发电站regeneration|Design topic: public大厅|culturefacility,https://www.herzogdemeuron.com/projects/126-tate-modern/,2000,Herzog and de Meuron,published
CASE-100,Portland Japanese Garden Cultural Village,Portland Japanese Garden Cultural Village,Portland Japanese Garden Cultural Village,Portland USA,Portland USA,Portland USA,/images/graduation/cases/case-100-portland-japanese-garden-cultural-village.jpg,https://commons.wikimedia.org/wiki/File:Tsubo-Niwa_at_Portland_Japanese_Garden.jpg,CC BY-SA 4.0,Photo: WLernerPJG / Wikimedia Commons,Commons image matches Portland Japanese Garden Cultural Village courtyard context; accepted under CC BY-SA 4.0 in 2026-07-04 review.,,,文化村以庭院和小尺度建筑组织学习、接待和自然体验，连接跨文化教育与景观公共性。,庭園、学習、接待を小さな建築群で組み立てる文化村。自然体験と文化理解を、説明よりも滞在の流れで伝えている。,"Portland Japanese Garden Cultural Village is a reference case for reading Design topic: 跨culture, courtyard, natureeducation, Design topic: culture村. It can inform thesis thinking about mixed programs, operation, and place-making.",跨文化|庭院|自然教育|文化村|接待,多文化|庭園|自然教育|文化村|接待,Design topic: 跨culture|courtyard|natureeducation|Design topic: culture村|Design topic: 接待,https://kkaa.co.jp/en/project/portland-japanese-garden-cultural-village/,2017,Kengo Kuma and Associates,published
CASE-101,Dokk1,Dokk1,Dokk1,Aarhus Denmark,オーフス デンマーク,Aarhus Denmark,https://upload.wikimedia.org/wikipedia/commons/5/51/Dokk1_version_3.jpg,https://commons.wikimedia.org/wiki/File:Dokk1_version_3.jpg,CC BY-SA 4.0,Wikimedia Commons,,,,图书馆、市民服务、交通和港湾广场复合成城市客厅。,図書館、市民サービス、交通、港の広場を重ねた大型公共リビング。駅前や水辺の学習拠点を考える参考になる。,"A hybrid civic library combining library, citizen service, transit, and harbor public space.",图书馆|市民服务|港湾|公共客厅|交通,図書館|市民サービス|港|公共リビング|交通,library|citizen service|harbor|public living room|transit,https://www.shl.dk/en/work/dokk1-aarhus-central-library-and-culture-house/experience,2015,Schmidt Hammer Lassen Architects,published
CASE-102,Kiasma Museum of Contemporary Art,Kiasma Museum of Contemporary Art,Kiasma Museum of Contemporary Art,Helsinki Finland,ヘルシンキ フィンランド,Helsinki Finland,https://upload.wikimedia.org/wikipedia/commons/4/47/Kiasma_museum%2C_Helsinki.jpg,"https://commons.wikimedia.org/wiki/File:Kiasma_museum,_Helsinki.jpg",CC BY-SA 4.0,Cynefin / Wikimedia Commons,,,,以柔和动线和自然光组织当代艺术、美术馆入口和城市界面。,自然光と曲線的な動線で展示室、入口、都市との接点をつなぐ美術館。静けさと公共性の両方を読む参考になる。,"A contemporary art museum organized through light, curved movement, and a strong urban threshold.",美术馆|自然光|城市界面|展览|静谧,美術館|自然光|都市界面|展示|静けさ,museum|natural light|urban interface|exhibition|quietness,https://www.stevenholl.com/project/kiasma-museum/,1998,Steven Holl Architects,published
CASE-103,"21st Century Museum of Contemporary Art, Kanazawa",金沢21世紀美術館,"21st Century Museum of Contemporary Art, Kanazawa",Kanazawa Japan,金沢 日本,Kanazawa Japan,https://upload.wikimedia.org/wikipedia/commons/b/bf/21st_Century_Museum_of_Contemporary_Art%2C_Kanazawa001.jpg,"https://commons.wikimedia.org/wiki/File:21st_Century_Museum_of_Contemporary_Art,_Kanazawa001.jpg",CC BY 2.1 jp,金沢市 / Wikimedia Commons,,,,圆形平面把美术馆变成可从多方向进入的城市公共场。,円形平面と複数の入口により、美術館を街に開いた公共広場のように扱う事例。市民利用と展示の境界を読める。,A circular museum that opens to the city from multiple directions and works like a civic field.,美术馆|市民广场|公共性|多入口|地域文化,美術館|市民広場|公共性|複数入口|地域文化,museum|civic plaza|publicness|multiple entrances|regional culture,https://www.kanazawa21.jp/,2004,SANAA,published
CASE-104,Seattle Central Library,Seattle Central Library,Seattle Central Library,Seattle United States,シアトル アメリカ,Seattle United States,https://upload.wikimedia.org/wikipedia/commons/3/34/Seattle_%28WA%2C_USA%29%2C_Seattle_Central_Library_--_2022_--_200930.jpg,"https://commons.wikimedia.org/wiki/File:Seattle_(WA,_USA),_Seattle_Central_Library_--_2022_--_200930.jpg",CC BY-SA 4.0,Dietmar Rabich / Wikimedia Commons,,,,把图书馆程序堆叠成透明的城市知识基础设施。,図書館の機能を積層し、透明な都市インフラとして表現した事例。情報、閲覧、移動、公共性の関係を比較できる。,A transparent civic knowledge infrastructure formed by stacking library programs.,图书馆|知识基础设施|透明|城市中心|学习,図書館|知識インフラ|透明性|都心|学習,library|knowledge infrastructure|transparency|city center|learning,https://www.oma.com/projects/seattle-central-library,2004,OMA + LMN Architects,published
CASE-105,Deichman Bjørvika,Deichman Bjørvika,Deichman Bjørvika,Oslo Norway,オスロ ノルウェー,Oslo Norway,https://upload.wikimedia.org/wikipedia/commons/3/32/Deichman_Bj%C3%B8rvika%2C_Oslo_-_53132063275.jpg,"https://commons.wikimedia.org/wiki/File:Deichman_Bj%C3%B8rvika,_Oslo_-_53132063275.jpg",CC BY-SA 2.0,charlotte henard / Wikimedia Commons,,,,海边图书馆把学习、制作、剧场和城市客厅叠合在一起。,水辺の図書館に、学習、制作、劇場、カフェ、都市のリビングを重ねた事例。駅前や港の公共施設を考える参考になる。,"A waterfront library combining learning, making, performance, cafe, and civic living room functions.",图书馆|水边|市民活动|制作|城市客厅,図書館|水辺|市民活動|制作|都市リビング,library|waterfront|civic activity|making|urban living room,https://www.lundhagem.no/work/deichman-library,2020,Lundhagem + Atelier Oslo,published
CASE-106,Rolex Learning Center,Rolex Learning Center,Rolex Learning Center,Lausanne Switzerland,ローザンヌ スイス,Lausanne Switzerland,https://upload.wikimedia.org/wikipedia/commons/b/ba/EPFL_Rolex_Learning_Center-005.jpg,https://commons.wikimedia.org/wiki/File:EPFL_Rolex_Learning_Center-005.jpg,CC BY-SA 4.0,Fridolin freudenfett / Wikimedia Commons,,,,连续地景式楼板把学习、交流、休息和校园动线连接起来。,起伏する一枚の床で、学習、交流、休憩、キャンパス動線を連続させた事例。境界の少ない学習空間を考える参考になる。,"A continuous landscape-like floor linking learning, encounter, rest, and campus circulation.",学习中心|校园|连续地景|交流|开放学习,学習センター|キャンパス|連続地形|交流|開放学習,learning center|campus|continuous landscape|exchange|open learning,https://www.archdaily.com/53536/rolex-learning-center-sanaa-by-iwan-baan,2010,SANAA,published
CASE-107,National Taichung Theater,台中国家歌劇院,National Taichung Theater,Taichung Taiwan,台中 台湾,Taichung Taiwan,https://commons.wikimedia.org/wiki/Special:Redirect/file/National%20Taichung%20Theater%2020180523.jpg,https://commons.wikimedia.org/wiki/File:National_Taichung_Theater_20180523.jpg,CC BY 4.0,Robert (S099001) / Wikimedia Commons,,,,表演厅、公共大厅和连续曲面空间共同构成城市文化地标。,劇場、公共ロビー、連続する曲面空間が都市の文化拠点をつくる事例。鑑賞前後の滞在や市民利用を考えられる。,"A performing arts complex where theaters, public foyers, and curved spatial continuity form a civic landmark.",剧场|文化地标|公共大厅|表演|城市活动,劇場|文化拠点|公共ロビー|上演|都市活動,theater|cultural landmark|public foyer|performance|urban activity,https://www.toyo-ito.co.jp/WWW/Project_Descript/2016-/2016-p_01/2016-p_01_en.html,2016,Toyo Ito & Associates,published
CASE-108,Centre Pompidou-Metz,Centre Pompidou-Metz,Centre Pompidou-Metz,Metz France,メス フランス,Metz France,https://upload.wikimedia.org/wikipedia/commons/3/32/Mus%C3%A9e%2C_Centre_Pompidou_de_Metz.jpg,"https://commons.wikimedia.org/wiki/File:Mus%C3%A9e,_Centre_Pompidou_de_Metz.jpg",CC BY-SA 4.0,Celeda / Wikimedia Commons,,,,大屋根下に展示、広场和城市活动を包み込む文化拠点。,大きな屋根の下に展示、広場、イベント、都市の通り抜けを受け止める美術館。文化施設と都市活動の重ね方を読める。,"A museum under a large roof that receives exhibition, plaza, events, and urban movement.",美术馆|大屋根|市民广场|展示|文化活动,美術館|大屋根|市民広場|展示|文化活動,museum|large roof|civic plaza|exhibition|cultural activity,https://shigerubanarchitects.com/works/cultural/centre-pompidou-metz/,2010,Shigeru Ban Architects + Jean de Gastines,published
CASE-109,Kunsthaus Graz,Kunsthaus Graz,Kunsthaus Graz,Graz Austria,グラーツ オーストリア,Graz Austria,https://upload.wikimedia.org/wikipedia/commons/3/38/Graz_Kunsthaus-4476.jpg,https://commons.wikimedia.org/wiki/File:Graz_Kunsthaus-4476.jpg,CC BY-SA 4.0,Isiwal / Wikimedia Commons,,,,历史街区の中に強い現代美術館を挿入し、都市の記憶と新しい文化を対比させる。,歴史的街区に強い造形の現代美術館を挿入した事例。保存、更新、入口、都市景観の対比を考える参考になる。,"A contemporary art museum inserted into a historic urban fabric, contrasting memory and new cultural identity.",美术馆|历史街区|城市更新|入口|文化地标,美術館|歴史街区|都市更新|入口|文化拠点,museum|historic district|urban renewal|entrance|cultural landmark,https://www.museum-joanneum.at/kunsthaus-graz,2003,Peter Cook and Colin Fournier,published
CASE-110,The High Line,The High Line,The High Line,New York United States,ニューヨーク アメリカ,New York United States,https://upload.wikimedia.org/wikipedia/commons/f/f7/High_Line_20th_Street_looking_downtown.jpg,https://commons.wikimedia.org/wiki/File:High_Line_20th_Street_looking_downtown.jpg,CC BY-SA 3.0,David Berkowitz / Wikimedia Commons,,,,废弃高架货运线被转化为线形公园和城市步行体验。,使われなくなった高架鉄道を、線形公園、歩行、休憩、都市眺望へ転換した事例。細長い公共空間の運営を考えられる。,A former elevated freight line transformed into a linear park and urban walking experience.,线形公园|高架|步行|都市更新|休憩,線形公園|高架|歩行|都市更新|休憩,linear park|elevated infrastructure|walking|urban renewal|rest,https://www.thehighline.org/history/,2009,James Corner Field Operations + Diller Scofidio + Renfro,published
CASE-111,Superkilen,Superkilen,Superkilen,Copenhagen Denmark,コペンハーゲン デンマーク,Copenhagen Denmark,https://upload.wikimedia.org/wikipedia/commons/1/10/Superkilen_Park%2C_Copenhagen_%2839688100743%29.jpg,"https://commons.wikimedia.org/wiki/File:Superkilen_Park,_Copenhagen_(39688100743).jpg",CC BY-SA 2.0,mike / Wikimedia Commons,,,,多国籍な都市家具と色面で線形公園をつくり、移民地区の公共空間を可視化した事例。,多国籍な都市家具と色面で線形公園をつくり、移民地区の公共空間を可視化した事例。,"Reference case for Superkilen: useful for comparing public program, urban interface, operation, and spatial experience.",線形公園|多文化|都市家具|歩行|公共空間,線形公園|多文化|都市家具|歩行|公共空間,線形公園|多文化|都市家具|歩行|公共空間,https://big.dk/projects/superkilen-151,2012,BIG + Topotek1 + Superflex,published
CASE-112,Peckham Library,Peckham Library,Peckham Library,London United Kingdom,ロンドン イギリス,London United Kingdom,https://commons.wikimedia.org/wiki/Special:Redirect/file/Peckham%20library%20exterior%201.jpg,https://commons.wikimedia.org/wiki/File:Peckham_library_exterior_1.jpg,CC BY-SA 3.0,Mcginnly / Wikimedia Commons,,,,図書館を高く持ち上げ、街に開いた入口と学習空間をつくった事例。地域の知識拠点と象徴性を比較できる。,図書館を高く持ち上げ、街に開いた入口と学習空間をつくった事例。地域の知識拠点と象徴性を比較できる。,"Reference case for Peckham Library: useful for comparing public program, urban interface, operation, and spatial experience.",図書館|地域学習|公共入口|都市象徴|若者,図書館|地域学習|公共入口|都市象徴|若者,図書館|地域学習|公共入口|都市象徴|若者,https://www.architecture.com/explore-architecture/inside-the-riba-collections/peckham-library,2000,Alsop and Störmer,published
CASE-113,Bibliotheca Alexandrina,Bibliotheca Alexandrina,Bibliotheca Alexandrina,Alexandria Egypt,アレクサンドリア エジプト,Alexandria Egypt,https://upload.wikimedia.org/wikipedia/commons/e/e3/Bibliotheca_Alexandrina-Grafemi.jpg,https://commons.wikimedia.org/wiki/File:Bibliotheca_Alexandrina-Grafemi.jpg,CC BY-SA 3.0,Ninlil / Wikimedia Commons,,,,巨大な図書館を都市、海、研究、文化記憶と結びつけた事例。知識施設を都市スケールで考える参考になる。,巨大な図書館を都市、海、研究、文化記憶と結びつけた事例。知識施設を都市スケールで考える参考になる。,"Reference case for Bibliotheca Alexandrina: useful for comparing public program, urban interface, operation, and spatial experience.",図書館|文化記憶|研究|海辺|公共性,図書館|文化記憶|研究|海辺|公共性,図書館|文化記憶|研究|海辺|公共性,https://www.snohetta.com/projects/bibliotheca-alexandrina,2002,Snøhetta,published
CASE-114,LocHal Library,LocHal Library,LocHal Library,Tilburg Netherlands,ティルブルフ オランダ,Tilburg Netherlands,https://upload.wikimedia.org/wikipedia/commons/e/e8/Exterieur_aanzicht_Bibliotheek_LocHal_Tilburg%2C_april_2019.jpg,"https://commons.wikimedia.org/wiki/File:Exterieur_aanzicht_Bibliotheek_LocHal_Tilburg,_april_2019.jpg",CC BY-SA 4.0,OlafJanssen / Wikimedia Commons,,,,旧鉄道工場を図書館、制作、イベント、学習の場に転用した事例。産業遺産と知識空間の接続を読める。,旧鉄道工場を図書館、制作、イベント、学習の場に転用した事例。産業遺産と知識空間の接続を読める。,"Reference case for LocHal Library: useful for comparing public program, urban interface, operation, and spatial experience.",図書館|産業遺産|再利用|制作|市民活動,図書館|産業遺産|再利用|制作|市民活動,図書館|産業遺産|再利用|制作|市民活動,https://www.mecanoo.nl/Projects/project/214/LocHal-Library,2019,Civic Architects + Braaksma & Roos + Mecanoo,published
