id,title,title_ja,title_en,summary,summary_ja,summary_en,keywords,keywords_ja,keywords_en,recommended_site_types,recommended_building_types,recommended_building_types_ja,recommended_building_types_en,reference_case_ids,case_relation_notes,case_relation_notes_ja,case_relation_notes_en,source_urls,status,updated_at
ISSUE-011,夜间经济与安全停留空间,夜間経済と安全に滞在できる空間,Night economy and safe places to stay,城市夜间劳动者、学生与旅客需要安全、明亮、可短暂停留的公共节点，尤其在车站和商店街周边。,夜の駅前や商業地には、買う、飲む、帰る以外の安全な滞在先が少ない。待つ、休む、相談する、移動を調整する場所をつくり、夜間の公共性を支える小さな拠点として考える。,"Use night, safety, Design topic: station周边, nightsafety to frame “Night economy and safe places to stay” as a spatial thesis topic. Connect it with site types and programs such as nightpublic living room, Design topic: 小型休息站, then develop it toward a proposal brief.",夜间|安全|车站周边|夜间安全|车站,夜間|安全|駅前|待合|公共性,night|safety|Design topic: station周边|nightsafety|station,SITE-004|SITE-002,夜间公共客厅|小型休息站|共享候车空间,夜間公共リビング|小型休憩拠点|シェア待合空間,nightpublic living room|Design topic: 小型休息站|Design topic: shared候车space,CASE-008|CASE-019,CASE-008::看车站和温浴如何提供夜间也有人的公共停留点。|CASE-019::看车站上部公共服务如何形成明亮可见的安全节点。,CASE-008::駅と温浴を組み合わせ、移動の前後に安心して滞在できる場所をつくっている。夜間の待合空間を考える材料になる。|CASE-019::駅前に公共サービスと活動を集める構成は、夜も人の目が残る公共拠点の作り方を考える手がかりになる。,"CASE-008::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-019::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.mlit.go.jp/|https://www.npa.go.jp/,published,2026-07-03
ISSUE-012,青年孤独与第三空间不足,若者の孤独と第三の居場所不足,Youth loneliness and a lack of third places,学生和年轻上班族常缺少低消费、非商业、可停留的第三空间，建筑可提供学习、厨房和小型活动支持。,若者の孤独は、住まい、学校、職場だけでは受け止めにくい。学習、食事、制作、相談がゆるく重なる第三の居場所を、駅前や図書館周辺など日常動線の中に計画する。,"Use youth, loneliness, third place to frame “Youth loneliness and a lack of third places” as a spatial thesis topic. Connect it with site types and programs such as Design topic: youthshared客厅, learningkitchen, then develop it toward a proposal brief.",青年|孤独|第三空间,若者|孤独|第三の居場所|学習|相談,youth|loneliness|third place,SITE-004|SITE-002,青年共享客厅|学习厨房|社区活动室,若者シェアリビング|学習キッチン|コミュニティ活動室,Design topic: youthshared客厅|learningkitchen|Design topic: communityactivity室,CASE-019|CASE-018|CASE-007,CASE-019::看市民活动和咨询空间如何提供低压力第三空间。|CASE-018::看图书馆如何支持低消费、长时间、安静停留。|CASE-007::看媒体馆如何承载学习、展览和偶发交流。,CASE-019::市民活動と相談を同じ場所に置く構成は、若者が目的を限定せず入れる公共拠点の参考になる。|CASE-018::静かな読書と長時間滞在を許す図書館空間として、学習を軸にした第三の居場所を考える材料になる。|CASE-007::メディア、展示、図書館が混ざる大きな公共空間から、若者の活動を一つに固定しない設計を学べる。,"CASE-019::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-018::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-007::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.cao.go.jp/|https://www.mhlw.go.jp/,published,2026-07-03
ISSUE-013,照护者喘息与家庭支持,介護者のレスパイトと家庭支援,Design topic: care者喘息and家庭支持,照护不只发生在机构内，家庭照护者也需要喘息、咨询和临时托付空间，适合做小尺度社区照护题目。,介護は本人だけでなく、家族や支える人の時間と身体にも負担をかける。短時間の休息、相談、入浴、デイケアを地域の中に置き、介護者が孤立しない支援拠点として考える。,"Use care, Design topic: 家庭, Design topic: 喘息service to frame “Design topic: care者喘息and家庭支持” as a spatial thesis topic. Connect it with site types and programs such as Design topic: care者supportcenter, Design topic: 日间care站, then develop it toward a proposal brief.",照护|家庭|喘息服务,介護者支援|レスパイト|家庭ケア|相談|休息,care|Design topic: 家庭|Design topic: 喘息service,SITE-001|SITE-007,照护者支援中心|日间照护站|社区浴室,介護者支援センター|デイケア拠点|コミュニティ浴室,Design topic: care者supportcenter|Design topic: 日间care站|Design topic: community浴室,CASE-027|CASE-019|CASE-033,CASE-027::看福祉设施与图书馆相邻时，照护和日常停留如何降低心理门槛。|CASE-019::看公共咨询节点如何承接家庭手续、活动和生活支援。|CASE-033::看温泉、休息、饮食和地方服务如何成为照护者短暂停留的场景。,CASE-027::図書館と福祉を同時に扱うため、ケアを閉じた専門施設ではなく地域の居場所として開く考え方を学べる。|CASE-019::相談機能を公共活動と近接させる構成は、介護者が支援にアクセスしやすい入口の参考になる。|CASE-033::足湯や食のような軽い滞在が、介護者の短時間の休息場所としてどのように働くかを比較できる。,"CASE-027::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-019::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-033::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.mhlw.go.jp/|https://www8.cao.go.jp/kourei/,published,2026-07-03
ISSUE-014,旧工业地与创作生产空间,旧工業地と創作・生産空間,Design topic: 旧工业地andcreative production生产space,小型旧厂房和仓库常被闲置，但结构跨度和粗糙空间适合转化为制作、展览与地方产业交流场。,旧工業地を単なる跡地開発ではなく、制作、展示、小規模生産、学習を受け止める都市の作業場として再利用する。大きな空間や搬入動線を生かし、地域に開かれた創作拠点に変える。,"Use Design topic: 旧工业地, creative production, industryregeneration to frame “Design topic: 旧工业地andcreative production生产space” as a spatial thesis topic. Connect it with site types and programs such as creative productionworkshop, Design topic: open工厂, then develop it toward a proposal brief.",旧工业地|创作|产业再生,旧工業地|制作|産業再生|展示|職住近接,Design topic: 旧工业地|creative production|industryregeneration,SITE-009|SITE-004,创作工坊|开放工厂|设计孵化器,創作工房|開放工場|デザイン・インキュベーション拠点,creative productionworkshop|Design topic: open工厂|Design topic: 设计孵化器,CASE-005|CASE-017,CASE-005::看闲置公共建筑如何转成创作、展览和社区活动。|CASE-017::看港湾空间如何结合生产展示、商业和开放公共性。,CASE-005::既存建物を小さな制作・展示単位へ分けて使う方法は、旧工業地の大きな空間を段階的に開く参考になる。|CASE-017::港湾の生産展示と商業を組み合わせる例として、作る場と見せる場を一体化する方法を比較できる。,"CASE-005::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-017::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.meti.go.jp/|https://www.mlit.go.jp/,published,2026-07-03
ISSUE-015,地域食与社区厨房,地域食とコミュニティキッチン,local foodandcommunitykitchen,高龄、育儿、独居与地方农业都可通过食物连接。社区厨房能把共食、教育、照护和小商业结合。,地域食は観光商品だけでなく、共食、食育、孤立防止、地元生産者との接点をつくる公共的な題材になる。商店街や道の駅周辺に、食を介した小さな交流拠点を計画する。,"Use Design topic: 食物, shared meals, communitykitchen, local food to frame “local foodandcommunitykitchen” as a spatial thesis topic. Connect it with site types and programs such as communitykitchen, food educationcenter, then develop it toward a proposal brief.",食物|共食|社区厨房|地域食|食育,食|共食|地域食|食育|コミュニティキッチン,Design topic: 食物|shared meals|communitykitchen|local food|food education,SITE-002|SITE-003,社区厨房|食育中心|共享餐厅,コミュニティキッチン|食育センター|シェアレストラン,communitykitchen|food educationcenter|Design topic: shared餐厅,CASE-033|CASE-020|CASE-002,CASE-033::看足汤、饮食和地方小商业如何组织轻松的停留关系。|CASE-020::看地方销售、休息和观光信息如何围绕地域食组织。|CASE-002::看环境教育和社区运营如何转化为可参观的公共设施。,CASE-033::足湯、地域食、観光を組み合わせ、短時間の滞在を公共的な体験にしている。食と休憩を重ねる参考になる。|CASE-020::道の駅の地域食や交通拠点性は、生産者、住民、来訪者をつなぐ食の公共空間として比較できる。|CASE-002::環境教育と地域食が結びつき、食を循環や学習の入口にしている。コミュニティキッチンの運営軸を考える材料になる。,"CASE-033::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-020::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-002::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.maff.go.jp/|https://www.mhlw.go.jp/,published,2026-07-03
ISSUE-016,公共图书馆与学习弱连接,公共図書館とゆるやかな学習接続,Design topic: publiclibraryandlearning弱连接,图书馆不只借书，也能成为学习、咨询、展览和安静停留的城市基础设施，适合做复合公共空间。,図書館を本の保管場所ではなく、学習、展示、相談、偶然の滞在が生まれる公共空間として捉える。大きな中央館だけでなく、街区単位の小さな学習接続を考える。,"Use library, learning, publicness to frame “Design topic: publiclibraryandlearning弱连接” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 小型library, learningcenter, then develop it toward a proposal brief.",图书馆|学习|公共性,図書館|学習|公共性|滞在|地域アーカイブ,library|learning|publicness,SITE-004|SITE-005,小型图书馆|学习中心|社区档案馆,小型図書館|学習センター|コミュニティアーカイブ館,Design topic: 小型library|learningcenter|Design topic: community档案馆,CASE-007|CASE-018,CASE-007::看图书馆、媒体和展览如何形成开放学习平台。|CASE-018::看大空间和均质光环境如何支持安静学习。,CASE-007::図書館とメディア、展示、市民活動を重ねる構成から、図書館を複合的な公共装置として扱う方法を学べる。|CASE-018::光に満ちた読書空間と開放的な閲覧環境は、学習を街に開く図書館の空間品質を考える基準になる。,"CASE-007::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-018::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.mext.go.jp/|https://www.ndl.go.jp/,published,2026-07-03
ISSUE-017,低收入家庭与生活技能支持,低所得家庭と生活スキル支援,Design topic: 低收入家庭and生活技能支持,部分家庭缺少稳定学习、饮食和手续咨询资源，建筑可提供不贴标签的生活支持与邻里互助空间。,低所得家庭への支援は、配布や相談だけでなく、子どもの学習、食、生活スキル、親の相談がつながる場所として考えられる。支援を見えすぎない形で日常空間に埋め込むことが課題になる。,"Use Design topic: 贫困, Design topic: 生活支持, children to frame “Design topic: 低收入家庭and生活技能支持” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 生活supportcenter, childrendining room, then develop it toward a proposal brief.",贫困|生活支持|儿童,貧困|生活支援|子ども|学習支援|食支援,Design topic: 贫困|Design topic: 生活支持|children,SITE-002|SITE-005,生活支援中心|儿童食堂|学习支援空间,生活支援センター|子ども食堂|学習支援空間,Design topic: 生活supportcenter|childrendining room|learningsupportspace,CASE-023|CASE-019|CASE-027,CASE-023::看儿童阅读空间如何把学习支持做成不贴标签的公共停留。|CASE-019::看公共咨询节点如何承接生活手续和支援入口。|CASE-027::看福祉与公共学习设施如何并置成多代可进入节点。,CASE-023::子どもが安心して本に触れられる環境は、支援を「救済」ではなく学びの機会として見せる参考になる。|CASE-019::相談と公共サービスを駅前で受け止める構成は、生活支援を日常動線に置く方法として比較できる。|CASE-027::福祉と図書館が同居する公共空間は、生活支援と学びを分けずに扱う計画の参考になる。,"CASE-023::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-019::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-027::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.mhlw.go.jp/|https://www.cfa.go.jp/,published,2026-07-03
ISSUE-018,旅游地居民生活被挤压,観光地で圧迫される住民生活,Design topic: tourism地resident生活被挤压,热门地区可能出现生活服务被观光消费挤出的问题，设计可探索游客与居民共用但不互相干扰的空间。,観光地では、来訪者の利便性が住民の日常を圧迫することがある。観光案内、休憩、生活サービス、地域文化の発信を調停し、住民と観光客が同じ街を無理なく使える拠点を考える。,"Use tourism, Design topic: resident生活, Design topic: neighborhood调停 to frame “Design topic: tourism地resident生活被挤压” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 游客residentexchange所, Design topic: neighborhoodservice站, then develop it toward a proposal brief.",观光|居民生活|街区调停,観光|住民生活|生活サービス|街区調整|文化案内,tourism|Design topic: resident生活|Design topic: neighborhood调停,SITE-006|SITE-004,游客居民交流所|街区服务站|文化案内所,観光客・住民交流所|街区サービス拠点|文化案内所,Design topic: 游客residentexchange所|Design topic: neighborhoodservice站|Design topic: culture案内所,CASE-060|CASE-020|CASE-014,CASE-060::看观光地美术馆如何连接传统文化、庭园和访客动线。|CASE-020::看观光、地方销售和生活服务如何在同一节点相遇。|CASE-014::看开放水边空间如何承接游客和居民的共享使用。,CASE-060::観光地の美術館として、伝統文化、庭園、来訪者体験を落ち着いて受け止めている。観光と地域環境の距離感を考えられる。|CASE-020::地域交通、食、観光案内を一体化する道の駅型の拠点は、来訪者と住民の接点を計画する参考になる。|CASE-014::水辺の公共動線は観光利用と日常利用が重なりやすい。混雑を分散しながら滞在をつくる考え方を比較できる。,"CASE-060::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-020::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-014::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.mlit.go.jp/kankocho/|https://www.soumu.go.jp/,published,2026-07-03
ISSUE-019,地方交通弱化与移动服务,地域交通の弱体化と移動サービス,Design topic: localtransport弱化andmobilityservice,公交班次减少和高龄出行困难会削弱生活圈，建筑可结合候车、配送、医疗咨询和社区活动。,地域交通が弱くなると、高齢者や車を持たない人の生活範囲が狭くなる。待合、配送、相談、地域食を組み合わせ、移動の不便を補う小さな交通サービス拠点を考える。,"Use Design topic: transport弱化, mobilityservice, Design topic: aging者, transport to frame “Design topic: localtransport弱化andmobilityservice” as a spatial thesis topic. Connect it with site types and programs such as Design topic: mobilityservice站, Design topic: 复合候车所, then develop it toward a proposal brief.",交通弱化|移动服务|高龄者|交通|高龄,交通空白|移動サービス|高齢者|待合|地域配送,Design topic: transport弱化|mobilityservice|Design topic: aging者|transport|aging,SITE-004|SITE-001,移动服务站|复合候车所|社区配送中心,移動サービス拠点|複合待合所|コミュニティ配送センター,Design topic: mobilityservice站|Design topic: 复合候车所|Design topic: community配送center,CASE-020|CASE-008|CASE-043,CASE-020::看交通休息节点如何扩展为地方移动服务据点。|CASE-008::看车站复合设施如何成为弱交通地区的公共客厅。|CASE-043::看道之驿如何把交通休息、地方销售和公共服务整合成生活节点。,CASE-020::交通、地域食、防災が重なる道の駅型拠点は、移動サービスと生活サービスを一緒に扱う参考になる。|CASE-008::駅と温浴を組み合わせることで、移動の待ち時間を生活の滞在時間へ変えている。地方駅周辺の再編に使える。|CASE-043::道の駅を地域材や地域食と結びつける例として、交通拠点に地域の顔を持たせる方法を比較できる。,"CASE-020::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-008::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-043::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.mlit.go.jp/|https://www8.cao.go.jp/kourei/,published,2026-07-03
ISSUE-020,小河川生态与儿童学习,小河川の生態と子どもの学習,Design topic: 小河川生态andchildrenlearning,城市小河川常被忽视，但可成为儿童环境教育、雨水管理和社区活动的线性场地。,小河川は、子どもが都市の自然や水循環を学ぶ身近な教材になる。生態観察、雨水管理、遊び、散歩を組み合わせ、日常的に水辺へ近づける学習拠点を考える。,"Use Design topic: 河川, Design topic: 生态, childrenlearning, waterfront to frame “Design topic: 小河川生态andchildrenlearning” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 生态learning站, Design topic: waterfront教室, then develop it toward a proposal brief.",河川|生态|儿童学习|水边,小河川|生態|子ども学習|水辺|雨水,Design topic: 河川|Design topic: 生态|childrenlearning|waterfront,SITE-006|SITE-010,生态学习站|水边教室|雨水花园,生態学習拠点|水辺教室|雨水ガーデン,Design topic: 生态learning站|Design topic: waterfront教室|Design topic: 雨水花园,CASE-016|CASE-014,CASE-016::看绿化公共建筑如何把生态体验变成可进入空间。|CASE-014::看水边步行空间如何支持儿童观察和环境学习。,CASE-016::建築と緑化を重ね、都市の生態を立体的に見せている。子どもが環境を身体的に理解する空間の参考になる。|CASE-014::水辺の歩行空間は、川を遠くから眺める対象ではなく日常的に触れる環境へ変えている。小河川の学習動線に応用できる。,"CASE-016::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-014::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.env.go.jp/|https://www.mlit.go.jp/river/,published,2026-07-03
ISSUE-021,产后照护与育儿孤立,産後ケアと子育ての孤立,Design topic: 产后careandchildcare孤立,产后家庭常在身体恢复、睡眠、喂养和心理压力中孤立，街区需要可咨询、可短住、可交流的亲子支援空间。,出産後の生活は、身体の回復、育児不安、家族関係、相談先の不足が重なりやすい。病院でも家庭でもない中間的な場所として、親子が短時間でも安心して滞在し、相談や交流へつながる拠点を考える。,"Use Design topic: 产后, childcare, consultation, Design topic: 家庭支持 to frame “Design topic: 产后careandchildcare孤立” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 产后carecenter, Design topic: 亲子exchange站, then develop it toward a proposal brief.",产后|育儿|咨询|家庭支持|亲子,産後ケア|子育て|親子|相談|地域支援,Design topic: 产后|childcare|consultation|Design topic: 家庭支持|Design topic: 亲子,SITE-011|SITE-002,产后照护中心|亲子交流站|育儿咨询所,産後ケアセンター|親子の居場所|子育て相談拠点,Design topic: 产后carecenter|Design topic: 亲子exchange站|Design topic: childcareconsultation所,CASE-081|CASE-023|CASE-019|CASE-079,CASE-081::看育儿支援、图书馆和市民交流如何复合成日常公共节点。|CASE-023::看儿童阅读空间如何支持亲子共同停留。|CASE-019::看公共咨询空间如何降低家庭支援入口的压力。,CASE-081::図書館、子育て支援、市民交流を一体化した公共施設として、親子が相談以外の目的でも立ち寄れる入口のつくり方を比較できる。|CASE-023::子どもの読書体験を都市の中で開く事例。親子が滞在しながら学びや会話へ自然につながる空間密度を読む。|CASE-019::駅前の公共サービスと市民活動を重ねる事例。子育て相談を特別な施設に閉じず、日常の用事と接続する考え方が参考になる。|CASE-079::図書館とコミュニティセンターを複合した更新事例。親子利用、学習、相談を小さな地域拠点にまとめる構成を比較できる。,"CASE-081::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-023::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-019::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.cfa.go.jp/|https://www.mhlw.go.jp/,published,2026-07-05
